,Time (sec),throughput
910,21.980081203130226,39793
911,22.018403733510603,39893
912,22.05672626389098,39993
913,22.095048794271356,40093
914,22.133371324651733,40193
915,22.17169385503211,40293
916,22.210016385412487,40393
917,22.248338915792864,40493
918,22.293566702420282,40594
919,22.34423669356446,40696
920,22.404321561176584,40799
921,22.4739931756179,40903
922,22.53487836323002,41007
923,22.586737858374203,41111
924,22.63369691692543,41215
925,22.672997495305804,41319
926,22.712298073686178,41423
927,22.75159865206655,41527
928,22.790899230446925,41631
929,22.8301998088273,41735
930,22.869500387207673,41839
931,22.908800965588046,41943
932,22.94810154396842,42047
933,22.987402122348794,42151
934,23.026702700729167,42255
935,23.06600327910954,42359
936,23.105303857489915,42463
937,23.14460443587029,42567
938,23.183905014250662,42671
939,23.223205592631036,42775
940,23.26250617101141,42879
941,23.301806749391783,42983
942,23.341107327772157,43087
943,23.38040790615253,43191
944,23.419708484532904,43295
945,23.465914319160323,43400
946,23.51224720018774,43505
947,23.559067046548492,43610
948,23.60618751309972,43715
949,23.646091355480095,43820
950,23.68599519786047,43925
951,23.725899040240847,44030
952,23.765802882621223,44135
953,23.8057067250016,44240
954,23.852305741495684,44346
955,23.899031804389768,44452
956,23.946244832617186,44558
957,23.998847191462463,44665
958,24.045583622356546,44772
959,24.09280701858396,44879
960,24.140331035001854,44986
961,24.18023679738223,45093
962,24.220142559762603,45200
963,24.26004832214298,45307
964,24.299954084523353,45414
965,24.339859846903728,45521
966,24.379765609284103,45628
967,24.419671371664478,45735
968,24.459577134044853,45842
969,24.499482896425228,45949
970,24.539388658805603,46056
971,24.579294421185978,46163
972,24.619200183566353,46270
973,24.659105945946727,46377
974,24.699011708327102,46484
975,24.738917470707477,46591
976,24.778823233087852,46698
977,24.818728995468227,46805
978,24.858634757848602,46912
979,24.898540520228977,47019
980,24.938446282609352,47126
981,24.978352044989727,47233
982,25.0182578073701,47340
983,25.058163569750477,47447
984,25.09806933213085,47554
985,25.137975094511226,47661
986,25.1778808568916,47768
987,25.217786619271976,47875
988,25.25769238165235,47982
989,25.297598144032726,48089
990,25.34419908052681,48197
991,25.390927063420893,48305
992,25.43814201164831,48413
993,25.487682433094776,48521
994,25.52794134747515,48629
995,25.568200261855523,48737
996,25.608459176235897,48845
997,25.657256895968075,48954
998,25.706181662100253,49063
999,25.76079537271696,49173
1000,25.815812592667,49283
1001,25.865590502265846,49393
1002,25.915669032055167,49503
1003,25.96337166454925,49614
1004,26.010838975443335,49724
1005,26.058793251670753,49834
1006,26.107048148088648,49944
1007,26.148055606469022,50054
1008,26.189063064849396,50164
1009,26.229708155229773,50273
1010,26.27035324561015,50382
1011,26.317693510104235,50492
1012,26.36516082099832,50602
1013,26.413115097225738,50712
1014,26.461369993643633,50822
1015,26.509072626137716,50933
1016,26.556902305031798,51044
1017,26.605218949259214,51155
1018,26.653836213677106,51266
1019,26.694993816057483,51377
1020,26.73615141843786,51488
1021,26.777309020818237,51599
1022,26.818466623198614,51710
1023,26.85962422557899,51821
1024,26.900781827959367,51932
1025,26.941939430339744,52043
1026,26.989792206833826,52155
1027,27.03777202972791,52267
1028,27.08827405848866,52379
1029,27.139076707439887,52491
1030,27.180553285820263,52603
1031,27.22202986420064,52715
1032,27.265428855381014,52827
1033,27.30882784656139,52939
1034,27.352226837741764,53051
1035,27.39338444012214,53162
1036,27.434542042502517,53273
1037,27.475187132882894,53382
1038,27.51583222326327,53491
1039,27.556477313643647,53600
1040,27.597122404024024,53709
1041,27.6377674944044,53818
1042,27.678412584784777,53927
1043,27.719057675165153,54036
1044,27.75970276554553,54145
1045,27.807043030039615,54255
1046,27.86000175155156,54366
1047,27.91295918239684,54476
1048,27.966280527908786,54586
1049,28.01453542432668,54696
1050,28.055180514707057,54805
1051,28.095825605087434,54914
1052,28.14316586958152,55024
1053,28.196124591093465,55135
1054,28.2585596233913,55247
1055,28.321585823689134,55359
1056,28.37565571320108,55471
1057,28.424423121618975,55583
1058,28.46589969999935,55695
1059,28.514071452493436,55808
1060,28.56237025138752,55921
1061,28.611156015614938,56034
1062,28.660242400032832,56147
1063,28.70835964337136,56261
1064,28.756603933109886,56375
1065,28.805389697337304,56488
1066,28.854476081755198,56601
1067,28.89629762816097,56714
1068,28.93811917456674,56827
1069,28.97994072097251,56940
1070,29.021762267378282,57053
1071,29.063583813784053,57166
1072,29.105405360189824,57279
1073,29.147226906595595,57392
1074,29.189048453001366,57505
1075,29.230869999407137,57618
1076,29.272691545812908,57731
1077,29.31451309221868,57844
1078,29.35633463862445,57957
1079,29.404451881962977,58071
1080,29.452696171701504,58185
1081,29.501427426773365,58299
1082,29.55019483519126,58411
1083,29.591671413571635,58523
1084,29.63314799195201,58635
1085,29.674624570332387,58747
1086,29.722796322826472,58860
1087,29.771095121720556,58973
